"PrefCode","PrefName","MuniCode","MuniName","DistCode","DistName","lat","lon","SrcCode","CatCode"
"12","千葉県","12101","千葉市中央区","121010001000","青葉町","35.597240","140.139851","0","1"
"12","千葉県","12101","千葉市中央区","121010002000","赤井町","35.571702","140.161109","0","1"
"12","千葉県","12101","千葉市中央区","121010003000","旭町","35.608093","140.134237","0","1"
"12","千葉県","12101","千葉市中央区","121010004000","市場町","35.604414","140.123915","0","1"
"12","千葉県","12101","千葉市中央区","121010005001","稲荷町一丁目","35.590521","140.124859","0","3"
"12","千葉県","12101","千葉市中央区","121010005002","稲荷町二丁目","35.588810","140.125214","0","3"
"12","千葉県","12101","千葉市中央区","121010005003","稲荷町三丁目","35.586319","140.126492","0","3"
"12","千葉県","12101","千葉市中央区","121010006001","亥鼻一丁目","35.604550","140.132910","0","3"
"12","千葉県","12101","千葉市中央区","121010006002","亥鼻二丁目","35.602758","140.128385","0","3"
"12","千葉県","12101","千葉市中央区","121010006003","亥鼻三丁目","35.602764","140.130924","0","3"
"12","千葉県","12101","千葉市中央区","121010007001","今井一丁目","35.583359","140.128017","0","3"
"12","千葉県","12101","千葉市中央区","121010007002","今井二丁目","35.580695","140.129131","0","3"
"12","千葉県","12101","千葉市中央区","121010007003","今井三丁目","35.577317","140.130364","0","3"
"12","千葉県","12101","千葉市中央区","121010008000","今井町","35.574306","140.141851","0","1"
"12","千葉県","12101","千葉市中央区","121010009001","院内一丁目","35.612823","140.123135","0","3"
"12","千葉県","12101","千葉市中央区","121010009002","院内二丁目","35.612913","140.125345","0","3"
"12","千葉県","12101","千葉市中央区","121010010000","鵜の森町","35.574870","140.139365","0","1"
"12","千葉県","12101","千葉市中央区","121010011000","大森町","35.580108","140.147700","0","1"
"12","千葉県","12101","千葉市中央区","121010012000","生実町","35.564164","140.148487","0","1"
"12","千葉県","12101","千葉市中央区","121010013001","春日一丁目","35.619396","140.103928","0","3"
"12","千葉県","12101","千葉市中央区","121010013002","春日二丁目","35.621811","140.101911","0","3"
"12","千葉県","12101","千葉市中央区","121010014001","葛城一丁目","35.599696","140.128475","0","3"
"12","千葉県","12101","千葉市中央区","121010014002","葛城二丁目","35.599713","140.131772","0","3"
"12","千葉県","12101","千葉市中央区","121010014003","葛城三丁目","35.599272","140.134293","0","3"
"12","千葉県","12101","千葉市中央区","121010015000","要町","35.615555","140.120945","0","1"
"12","千葉県","12101","千葉市中央区","121010016000","亀井町","35.607480","140.129729","0","1"
"12","千葉県","12101","千葉市中央区","121010017000","亀岡町","35.606447","140.133321","0","1"
"12","千葉県","12101","千葉市中央区","121010018000","川崎町","35.578899","140.094327","0","1"
"12","千葉県","12101","千葉市中央区","121010019000","川戸町","35.584833","140.167516","0","1"
"12","千葉県","12101","千葉市中央区","121010020000","栄町","35.613083","140.120320","0","1"
"12","千葉県","12101","千葉市中央区","121010021001","寒川町一丁目","35.596743","140.120322","0","3"
"12","千葉県","12101","千葉市中央区","121010021002","寒川町二丁目","35.594259","140.120348","0","3"
"12","千葉県","12101","千葉市中央区","121010021003","寒川町三丁目","35.592531","140.122791","0","3"
"12","千葉県","12101","千葉市中央区","121010022000","塩田町","35.561776","140.131666","0","1"
"12","千葉県","12101","千葉市中央区","121010023000","汐見丘町","35.617068","140.105819","0","1"
"12","千葉県","12101","千葉市中央区","121010024001","白旗一丁目","35.578211","140.137988","0","3"
"12","千葉県","12101","千葉市中央区","121010024002","白旗二丁目","35.578437","140.140478","0","3"
