"PrefCode","PrefName","MuniCode","MuniName","DistCode","DistName","lat","lon","SrcCode","CatCode"
"34","広島県","34101","広島市中区","341010001000","榎町","34.396743","132.444904","0","1"
"34","広島県","34101","広島市中区","341010002000","江波沖町","34.358645","132.429887","0","1"
"34","広島県","34101","広島市中区","341010003000","江波栄町","34.365532","132.427724","0","1"
"34","広島県","34101","広島市中区","341010004001","江波西一丁目","34.372460","132.433139","0","3"
"34","広島県","34101","広島市中区","341010004002","江波西二丁目","34.369113","132.429004","0","3"
"34","広島県","34101","広島市中区","341010005001","江波二本松一丁目","34.369980","132.432152","0","3"
"34","広島県","34101","広島市中区","341010005002","江波二本松二丁目","34.366526","132.432367","0","3"
"34","広島県","34101","広島市中区","341010006001","江波東一丁目","34.372232","132.438922","0","3"
"34","広島県","34101","広島市中区","341010006002","江波東二丁目","34.368652","132.439305","0","3"
"34","広島県","34101","広島市中区","341010007000","江波本町","34.369430","132.435988","0","1"
"34","広島県","34101","広島市中区","341010008001","江波南一丁目","34.366267","132.437227","0","3"
"34","広島県","34101","広島市中区","341010008002","江波南二丁目","34.362738","132.434257","0","3"
"34","広島県","34101","広島市中区","341010008003","江波南三丁目","34.364057","132.430777","0","3"
"34","広島県","34101","広島市中区","341010009000","胡町","34.393038","132.464970","0","1"
"34","広島県","34101","広島市中区","341010010001","大手町一丁目","34.394917","132.454684","0","3"
"34","広島県","34101","広島市中区","341010010002","大手町二丁目","34.391937","132.455349","0","3"
"34","広島県","34101","広島市中区","341010010003","大手町三丁目","34.388386","132.453281","0","3"
"34","広島県","34101","広島市中区","341010010004","大手町四丁目","34.386059","132.452314","0","3"
"34","広島県","34101","広島市中区","341010010005","大手町五丁目","34.382100","132.452002","0","3"
"34","広島県","34101","広島市中区","341010011000","加古町","34.387479","132.448643","0","1"
"34","広島県","34101","広島市中区","341010012000","銀山町","34.391744","132.467519","0","1"
"34","広島県","34101","広島市中区","341010013000","上幟町","34.399344","132.467644","0","1"
"34","広島県","34101","広島市中区","341010014000","上八丁堀","34.400487","132.463400","0","1"
"34","広島県","34101","広島市中区","341010015001","紙屋町一丁目","34.394381","132.458594","0","3"
"34","広島県","34101","広島市中区","341010015002","紙屋町二丁目","34.394393","132.456673","0","3"
"34","広島県","34101","広島市中区","341010016000","河原町","34.389963","132.446750","0","1"
"34","広島県","34101","広島市中区","341010017000","小網町","34.393582","132.444858","0","1"
"34","広島県","34101","広島市中区","341010018001","光南一丁目","34.367916","132.447803","0","3"
"34","広島県","34101","広島市中区","341010018002","光南二丁目","34.368577","132.443677","0","3"
"34","広島県","34101","広島市中区","341010018003","光南三丁目","34.366486","132.442952","0","3"
"34","広島県","34101","広島市中区","341010018004","光南四丁目","34.365521","132.446863","0","3"
"34","広島県","34101","広島市中区","341010018005","光南五丁目","34.362868","132.445453","0","3"
"34","広島県","34101","広島市中区","341010018006","光南六丁目","34.363719","132.442736","0","3"
"34","広島県","34101","広島市中区","341010019001","国泰寺町一丁目","34.385795","132.457012","0","3"
"34","広島県","34101","広島市中区","341010019002","国泰寺町二丁目","34.383702","132.456004","0","3"
"34","広島県","34101","広島市中区","341010020000","小町","34.388026","132.457710","0","1"
"34","広島県","34101","広島市中区","341010021001","堺町一丁目","34.394182","132.448274","0","3"
"34","広島県","34101","広島市中区","341010021002","堺町二丁目","34.394997","132.444973","0","3"
